,x [nm],y [nm]
0,-8.93147338519966,2.871937632117344
1,-4.938799187942221,3.0242010155974355
2,-6.424881133775565,3.204336099803068
3,-6.974440265785043,3.628422773140262
4,-7.526342657976946,2.9749105422592685
5,-6.844337392819472,2.2971873701390355
6,-6.928708199123394,3.628577057096419
7,-4.928174047124889,3.062586664444605
8,-7.532406368264657,2.550699757601099
9,-6.404653911797004,3.0449288796262337
10,-7.2252505919670735,2.357512689485138
11,-8.328618514006596,1.5325482231952725
12,-7.28067386887591,2.397813347620633
13,-5.024316124239858,2.5683634635294306
14,-7.1841327346111035,0.9632462688323473
15,-4.959924288686497,3.2324480737967614
16,-7.510717532532878,2.578841772484765
17,-6.786027153933358,3.487583747633956
18,-6.870074558006405,3.645792582491633
19,-6.60626780249006,2.707915283305294
20,-6.419272244938592,2.78954601808031
21,-6.950470413962337,3.429299166154706
22,-7.55346406113909,3.2880937503083874
23,-8.857728207032515,3.7236496040509914
24,-6.520624755738722,3.3182894375775436
25,-8.156877541422304,4.625780733248133
26,-7.018369662554664,2.464084328244014
27,-7.83343294044137,1.2013286847598121
28,-8.476595788417624,4.334587179893209
29,-6.562496309055009,2.570718400069791
30,-6.520471328278563,2.617952072062155
31,-6.089380867629663,1.0798912652305415
32,-6.474540178785365,2.8299901638887217
33,-7.021618766611318,2.3596483653061306
34,-5.060295658320447,3.3133142189023457
35,-7.60033306608567,1.0904308402021061
36,-6.413226092596041,3.2955635081756247
37,-5.8862046226916505,4.663199332930105
38,-8.601566723233077,4.0842566278635974
39,-5.797094146639942,1.5575604486111942
40,-8.869276340711924,1.9335729529630217
41,-8.762108158747651,3.8288644847109894
42,-6.526200302724692,3.3826574362799486
43,-7.3162086871369265,1.0419682604793512
44,-6.306315580554256,2.995258678857121
45,-8.486076054425602,4.411665221492566
46,-6.466975741390569,2.7015497019114276
47,-5.5845741159711615,4.4555683492957465
48,-8.706923988207507,1.9501479211250083
49,-8.058731710389788,1.1665640271691047
50,-6.999227257737698,5.061096002612796
51,-7.835084799285746,1.0715362804706037
52,-5.591219692497311,1.597728918662272
53,-8.856354887812914,2.0901732716488794
54,-7.925613411405765,4.8495887717690245
55,-5.089675406459962,3.8533840395708574
56,-6.765833063427676,2.49684990053652
57,-7.822657416185402,4.827795453200963
58,-7.5427488186889455,3.088998270195267
59,-8.81435999613343,2.218642782647432
60,-7.305280362185767,3.5665007392527017
61,-6.469161687815131,3.4035257264362397
62,-6.9886717347412795,0.9519058576050985
63,-7.012316374309082,3.5988849688603586
64,-6.361783840385432,4.902459906934042
65,-7.305363484606265,2.432450870395057
66,-6.787890033999786,3.5689905711870624
67,-7.342269124747061,2.5653171738445977
68,-5.318181507295751,4.258706421240952
69,-6.818647642048624,2.5294819987732384
70,-8.78621560945754,3.939706105659752
71,-6.417271663183206,3.3210317926580246
72,-6.361574892347126,3.3620169020587123
73,-8.88616642811501,3.053859700442861
74,-7.180315313598174,2.391491743079693
75,-7.394792316465687,3.4537076331199628
76,-7.19111791284404,2.401310045115827
77,-6.486467713919063,3.254574043335315
78,-8.766595790024082,2.3147728770734326
79,-7.324551219457677,0.9597100004351411
80,-6.5943683743058426,3.471520107569013
81,-7.752979036143111,1.0631429797629686
82,-8.418934282484706,1.5442343379828292
83,-8.855963396449049,4.0410884925156285
84,-6.612748019722862,5.002453921718994
85,-6.646283145573368,3.461015645852714
86,-6.692066359733364,2.5097300552477884
87,-6.508008771781181,3.460207678024615
88,-8.496578155655627,1.6970757365574016
89,-7.548492242530604,3.295871576347095
90,-6.956736030034808,2.380262989266819
91,-7.342157158577407,2.5620048100160253
92,-6.431621064990955,2.7964555908838684
93,-5.597948865846728,4.459031123719121
94,-7.497795168653635,2.789761162218288
95,-7.005911624479927,3.5283220719698543
96,-8.344342319695247,4.411991946449511
97,-6.382014760802238,3.2671397179539228
98,-8.10745472803903,1.3971206969765393
99,-7.352531085575826,2.6519236490149467
100,-7.052131768174674,2.483264076513877
101,-6.542797102409514,0.9916179782316896
102,-7.618606499850762,3.2273028281615392
103,-6.639013578042883,3.5431204455473106
104,-5.248783552508144,3.8816731568947
105,-5.550358195943971,4.354075539839186
106,-7.428325014981377,2.599397757518284
107,-6.6892906258557625,2.5934960609042617
108,-7.276919574405359,2.4229802158069886
109,-5.356594264742589,4.2351363090142415
110,-5.637132160332694,1.5896004371639212
111,-6.7041662288013715,3.5798682619770243
112,-6.5948971041389886,3.5387753170576133
113,-7.2842019198822925,3.6005861238141184
114,-6.725596283611499,3.4366343983571737
115,-6.720058226227844,3.574292047906333
116,-7.053110182159258,2.3231344244666072
117,-5.370038309701821,4.2362265139806325
118,-7.0864431221400155,2.423528788139306
119,-7.571471414241732,3.1351577370758874
120,-5.558393644033038,4.445239576635725
121,-8.934234005995844,3.197844090848453
122,-7.84730388479034,4.751490719544153
123,-6.122605923093919,1.1824439421438744
124,-8.379138677383187,1.5935911822911724
125,-6.39529616358733,3.344384104347305
126,-8.88758751837708,3.2204158439619044
127,-7.256443289943431,1.0754154004662686
128,-7.643081944728131,2.759257393682151
129,-6.520615939698148,1.0564225449140834
130,-6.105065175773562,4.776492692491229
131,-7.519811584055843,2.925371230935337
132,-5.003947621079094,3.035664198254578
133,-8.474173325498672,4.249433660701756
134,-6.389545499964219,2.9385921593485316
135,-8.65118621277361,1.8089777840672718
136,-7.272837485431186,3.5498151506294744
137,-7.520868086131262,2.954757351098181
138,-7.312213850529601,3.6212361973700475
139,-6.636967679714023,3.4852649752280658
140,-6.462370357778784,3.2933173789718118
141,-7.150363683026084,2.4298774596447323
142,-6.560224251078068,4.884800861519384
143,-6.372604268048093,2.7430079893530186
144,-6.016336134825098,4.732698586708183
145,-7.333175418345944,2.500122042555171
146,-6.270963651777373,1.091753490070196
147,-7.249736249393577,3.5648185352581687
148,-7.61158149001812,3.157135721076524
149,-6.805419745436825,1.0943979667975157
150,-8.215049171408143,1.4183464250738733
151,-6.507087106763146,3.208962716232317
152,-5.1671343564592,3.9212128211751907
153,-7.046975060340297,3.5611664651858264
154,-6.56567840753033,3.1767839625760956
155,-7.286874602225185,3.5970147780369275
156,-6.010272551982508,4.6875776089774375
157,-7.4928887744503285,2.6206507383717725
158,-5.252219176420697,4.011307538852216
159,-6.571180754856733,3.435342690080235
160,-7.3247774525527705,2.5088272007236374
161,-6.910144186283523,5.065519997331009
162,-6.992792637642492,2.540997917585731
163,-8.980566959799072,2.5756073500748617
164,-7.281931252547851,2.4566886703470208
165,-7.0098899032917,2.3654990561838014
166,-8.92479561919979,2.7346613413457757
167,-8.222748795853335,4.664783837404212
168,-6.721001062310214,2.4603009966595684
169,-5.934931366303065,1.2530007161865127
170,-8.279801119279707,1.4623449958098158
171,-6.508692856160681,5.041183393810466
172,-8.917491926118695,3.322294215995258
173,-7.332801692113847,3.3755848216213455
174,-7.612341922980555,3.129413444019673
175,-7.587707150708972,2.9143647561524983
176,-6.36448452794867,3.1491962999110257
177,-6.502826433299448,2.703483721320834
178,-7.304207777538394,2.50110055865831
179,-6.442872936270529,1.0134772445023739
180,-6.4437454102456595,2.7302547085885824
181,-8.768970760483967,3.9286432599983856
182,-7.717572859460847,3.1787499690481136
183,-8.858690616511003,2.211038657024991
184,-5.284413065328583,2.13807760667127
185,-7.066742176412028,2.355302514194543
186,-7.436890584055612,2.5824912795749038
187,-5.4460597354096265,4.307950213043464
188,-7.272254064472324,3.541237380106629
189,-7.585969711063568,2.954613732387537
190,-7.042780224586741,1.0561153297228851
191,-6.5244247637046024,2.634081942981176
192,-8.751214565316078,4.137150410179
193,-7.554860881174277,2.6983003725657455
194,-5.825474972818181,1.4524293129326842
195,-5.045128679690464,2.3329215109255337
196,-5.451580943576484,1.6572586064582828
197,-6.81498152085714,2.4251924864323007
198,-6.4360855660453185,1.2745803560803115
199,-5.337019717383752,4.136334807076368
200,-6.566873972869281,2.613006328909161
201,-6.8860705837596585,5.008596686739637
202,-6.699036982115567,2.440449023360589
203,-7.560156660562485,3.1394808825611276
204,-8.92193808949943,2.9158059222077717
205,-6.62614865298877,3.581383752591579
206,-7.714766539726247,4.935238489510853
207,-5.351357504682695,4.005237376584747
208,-6.5816339486780535,2.529169581784614
209,-7.411998639009857,2.6493359905015743
210,-7.10552943988217,5.029200529668643
211,-7.844271296115603,1.2695049922175758
212,-8.856071070089682,3.8429096147785686
213,-6.2473906911323835,4.755601770389228
214,-6.915577100067025,3.6196309897406227
215,-5.072125837926398,3.7829425457426837
216,-8.30584959467102,1.2948114661369785
217,-7.407699847733257,3.412055633643595
218,-7.105737117579728,0.9766453475191965
219,-6.2847568356850365,1.138917231526945
220,-5.285640777046993,3.8907723840851935
221,-7.380901655172525,2.5270992512484316
222,-5.660902279552138,4.576234415640686
223,-5.557196003908395,1.7006142235560027
224,-7.062497238373347,3.586926534606776
225,-7.890526542588587,4.782154392630675
226,-6.799923919241571,1.0320775247018659
227,-5.194711849838784,3.851829533961483
228,-8.19922782162625,4.703632341542511
229,-6.368874179349174,2.927064334769726
230,-8.297433944815921,4.494950664811868
231,-5.382397833969833,4.139010192217121
