,x [nm],y [nm]
0,-7.285399363469713,2.5343831158845593
1,-7.752309868898324,3.127771875155926
2,-7.321648094458652,3.508474303160767
3,-7.28269081016672,4.985773315193958
4,-7.620657798920136,2.8807142880976433
5,-7.5779488751625115,1.043441686544928
6,-8.524237237072601,1.6979507181931142
7,-7.380684782885238,2.515175075779128
8,-6.773640981760018,3.336315630453395
9,-5.862309909683692,5.239093406948687
10,-9.047095659765759,3.1082966920002497
11,-6.551647123434625,2.4441403981470615
12,-9.088807569753511,3.1183000431235697
13,-6.789631768307877,3.638219816511726
14,-6.921314275943523,3.307989665671977
15,-5.3066505057621844,3.8484102029652143
16,-7.243260571110022,2.836455489837597
17,-7.921017172014698,0.7677417846786359
18,-6.60488546016841,3.5201846217822657
19,-7.687970431198937,3.118179000607751
20,-6.93219171605841,3.615117849232059
21,-7.299894732917514,2.7086821820689293
22,-8.731551896928845,1.917474849425553
23,-7.282667675212968,3.462340888989747
24,-6.333078275163689,4.694042509511825
25,-7.2127614573751915,0.9672077735021976
26,-6.379233830017982,2.8582188709909655
27,-5.011203936208645,3.014764408039331
28,-7.319629509054256,0.8093189093997974
29,-7.373541372836,1.2854674453690311
30,-5.617884991536627,2.0554253652626793
31,-7.572277348934835,3.3948885443395684
32,-6.970605782626095,3.8053159113772157
33,-4.94966567985994,2.2442444124326966
34,-5.347111937524353,1.9548730431435994
35,-6.454128146058166,2.734669494120337
36,-6.1749489291148985,4.870833042344271
37,-5.685521859075409,4.7427196414731
38,-7.874948740569053,2.9926855219456123
39,-7.505585164077164,2.3425693381463235
40,-7.114335823560352,3.5709935953049103
41,-7.605430075521608,2.3694137316977533
42,-9.20438925061531,4.226219642247747
43,-7.72163776926679,2.7986249412801305
44,-5.721359751625926,4.614747625604994
45,-5.211999943753479,2.002830388923684
46,-6.842966411985472,2.831789992296702
47,-6.072443328202051,1.0716582051015133
48,-5.715432117599407,3.6661983935343834
49,-7.071346457040209,3.5917972781759904
50,-6.961592654999949,2.1562900677648056
51,-6.477145352943508,2.517518369762932
52,-6.206400048864487,2.803245243124554
53,-7.427957538488194,2.623108969493278
54,-7.732845292480025,2.640510864022992
55,-6.229293038055006,1.0102338355460856
56,-5.331033495042686,3.408219490764095
57,-6.482390091835587,3.3509279951052986
58,-6.8029301686536625,2.3910970913436826
59,-7.6403235714434885,1.0441833281332462
60,-5.138490453437047,1.8726258514428593
61,-7.338497073942903,2.5866718107550475
62,-6.42610197889507,2.6651228390363113
63,-6.987833672433243,3.421260782151003
64,-9.361194093616504,3.029856392873152
65,-6.696212201660447,0.8468298493583433
66,-6.769415621000799,0.903120173244718
67,-4.926898122574626,3.3189766185940908
68,-7.469734363738358,3.3320613903986707
69,-6.952114941837596,3.364548877187999
70,-8.214922083597841,4.181140786932659
71,-7.630777858442626,2.882926158508802
72,-5.595004801352865,1.7418909751612655
73,-6.534817714538168,3.3168166815677744
74,-7.419245662448241,2.4179073200770906
75,-7.079984375364436,1.0312050971818123
76,-4.808110576833983,2.973449745930843
77,-7.171684431745563,5.136416791309264
78,-6.830993627203272,3.6568771521275973
79,-7.560527509204348,3.1252596154355476
80,-8.9896659595573,2.884462025899457
81,-6.8063780461768575,2.5028437744555094
82,-5.67365832393164,1.3553190799239336
83,-7.011585743618583,3.7126397402427465
84,-5.957494064099304,4.907588031912797
85,-5.415810336775676,3.7745315618297983
86,-6.366559307917089,2.64136357606166
87,-7.27970463328751,3.703167491314227
88,-6.997299288538503,3.687162543913498
89,-7.6832692095699615,4.766412949008835
90,-6.9604940693555575,4.992155885073238
91,-8.962190760014474,3.229849063284604
92,-7.453415574710656,3.7675599285849177
93,-4.823743370017181,2.8772221198750523
94,-6.935007839940039,3.920557077782664
95,-8.927795948136925,3.6077571826486476
96,-6.298165923727815,2.9313441452965145
97,-8.885875800529032,3.1610692187118454
98,-8.684891685103436,3.913646202877926
99,-5.23943202453993,3.1364532303882635
100,-7.524163362106203,4.969463375359066
101,-9.114482352872043,3.0230602916758698
102,-7.190525418129213,2.360929259816052
103,-6.415087317965826,3.323893052893568
104,-7.5532667472891095,3.666835352183655
105,-6.301224772812975,2.9601050036009777
106,-7.335540044556717,3.40380416533268
107,-7.038658797442606,3.2867222246009744
108,-7.956535934106807,4.487861729043328
109,-7.329324030769919,2.4978967755298918
110,-6.365373944418779,2.9587478853835805
111,-7.508179253930805,2.5171152031974073
112,-7.038844464195297,2.3454382096040165
113,-7.648269758884572,2.4258462184191076
114,-8.492568104071202,4.46446994281107
115,-5.169967208314918,3.2467997832941466
116,-6.9172903230961404,2.4456693543488752
117,-7.168418019823772,3.013941220477514
118,-6.584238575214836,3.333029549973214
119,-7.291423260415281,2.578334420767716
120,-7.090463127219049,3.5988354506909177
121,-8.479792634509272,4.359490706613832
122,-6.028446535040551,4.388035177003831
123,-5.2016907945140485,3.5397207661717918
124,-6.1696672710668325,2.7319133279981473
125,-7.552251544829259,3.427387365691815
126,-8.222042573975617,1.4870302478801316
127,-6.2160877037518905,4.714085540035178
128,-8.913598732295155,2.589866157928783
129,-4.810460326847051,3.450830970634587
130,-6.579808088445849,2.469752228632805
131,-8.849626855873002,2.4754880747468606
132,-6.547550010246256,1.193820211494282
133,-7.612386379697078,3.175220093510119
134,-7.716096425663125,4.832875432335319
135,-7.631525854327543,3.66206053631402
136,-6.8556253877170725,2.570037459325775
137,-7.858087552416569,3.013889160763466
138,-5.6617513604124525,4.711899388768123
139,-6.971812526809511,4.630334667080768
140,-6.352498440066578,5.081989815552407
141,-6.684308531817201,2.956156500122234
142,-5.276080075500092,4.1330862303587494
143,-7.245246980455996,3.334499667349383
144,-7.144308202971499,5.2770196814093575
145,-7.21707133521111,3.4600371226474627
146,-5.241897903213455,2.5956725474276947
147,-5.986641800557093,4.881703434872481
148,-7.575952323857647,3.2948453169435292
149,-6.411710487818583,3.629642142591351
150,-7.960910299578756,4.972542211005708
151,-6.995940434715755,5.1007391674936375
152,-7.4912126176513345,2.6283620948117505
153,-5.273848132548621,3.5118953814500506
154,-7.1609225623422565,2.2745955893958802
155,-6.315668616849974,3.0656784913781046
156,-8.871502849519798,4.5187307283854565
157,-9.14447956867517,3.168239084494705
158,-6.898780827153907,2.5697550103097364
159,-6.723854622501127,3.3998793097435316
160,-8.867204314081523,3.4488059863973506
161,-6.65938679828688,4.980799266947143
162,-6.46637666532739,2.5216810575991495
163,-8.937018000568148,3.8571295294833607
164,-7.496902104665505,2.750501878653911
165,-7.5303587420431075,2.8190066215025436
166,-6.686524336515003,3.4518862420012475
167,-7.411195386632593,4.861823148922149
168,-7.827861896877313,1.0519356401298816
169,-7.155066988239269,3.1137682889240907
170,-6.300613183485824,3.2602227694241797
171,-6.987250064389112,3.690241641156869
172,-6.584233525452594,3.235501613483094
173,-6.576785613323,4.86176128672661
174,-5.593121954044401,1.6678258890948254
175,-7.005373799175326,3.867472458548483
176,-6.686190779257686,2.2455551497643
177,-6.663982880583016,2.6819669136847204
178,-6.739835155263721,1.02788238815888
179,-8.66583269184433,2.180830930342778
180,-6.633708376290341,2.461133570930748
181,-7.674412797097122,0.8222613706304487
182,-6.691370387192401,2.7713053352398664
183,-8.962161484616546,1.9817106733447005
184,-7.533819009251579,3.149466720063925
185,-7.526089186993957,2.572229237816606
186,-7.326204805257875,2.8606538780571453
187,-6.353336046302351,3.4796154308969216
188,-4.897091923790629,2.802126908641034
189,-7.298010222726595,5.064789123970897
190,-5.351790593146316,4.252708082489202
191,-6.117982258344145,1.3077466029891671
192,-7.6342824657685355,3.1701517681794273
193,-8.847010162042501,3.181789425892309
194,-7.464935415755756,2.887830352299493
195,-7.398844540929911,3.174376735369016
196,-7.1304199048104895,2.07286066123075
197,-7.510316442276789,4.963079078071655
198,-7.248666041643382,2.400148449901436
199,-7.149049493473946,4.945708958434399
200,-6.3852729963113894,2.819398489035119
201,-7.7939300310593325,1.0611859764410712
202,-9.484807567830927,2.9847547191258195
203,-7.467202646781809,3.3084435690611427
204,-6.7166065988112145,2.5508382948533392
205,-7.208483776972559,2.5124322866378153
206,-7.6476299835317505,3.1096518591408038
207,-7.7077535140082185,4.919858560717772
208,-8.453181621191604,3.2696368800947395
209,-7.336083014874226,3.873453905051777
210,-7.094620034687181,3.524672727214922
211,-9.114462720201349,3.5291848961066865
212,-7.949211584637069,1.3999766645614125
213,-6.501750184661212,1.1405792413853322
214,-6.585388640349753,2.5927128817016865
215,-8.437442629053482,1.2563268223386883
216,-5.206372609257443,1.487455971034216
217,-6.021118659569691,2.505947555762001
218,-5.300628191332805,3.9239727440032413
219,-7.095545218625811,4.859250704203383
220,-7.81837197156935,4.881246135566519
221,-6.936273811569849,3.376759119289988
222,-7.056902051644556,2.423092178150733
223,-6.388413309700477,2.7735857954054777
224,-4.795147698960971,3.2129169525764287
225,-6.7479250248537666,2.596246184440455
226,-5.713873195678268,4.665275791005747
227,-7.645796414875576,4.841964877191847
228,-7.033859945966305,2.4399256970379644
229,-7.76989610790185,3.391606107349501
230,-7.9804491121665215,1.126331052447156
231,-6.819013484854627,0.7510860312832022
232,-7.475735526344025,2.6471782541037885
233,-7.256070653092484,3.7995274989586156
234,-6.32958595034044,1.0588468059457135
235,-7.2316531219054845,4.055993450953403
236,-9.08867835005702,3.164675587836403
237,-7.53008792709877,5.185447011720181
238,-8.922737065823801,3.6076713700213476
239,-7.162276366716275,3.3191021911776435
240,-8.505177573678711,4.246747019532519
241,-6.061240117754789,1.4679760879284558
242,-7.417818079445725,2.633851844217732
243,-8.881527944514078,2.476435960298528
244,-6.6571310183828665,3.5307586135915194
245,-8.221325608334057,1.702003253140527
246,-6.527085667460949,2.380615670557803
247,-7.850626181803676,1.0193502905190561
248,-7.358557709044401,1.194821656558199
249,-7.910497779605317,1.2728520072771559
250,-5.035046725061645,2.4846936989343185
251,-5.4454294328336585,3.9857254682272165
252,-7.062064780645882,3.806125339185991
253,-6.840578052918558,3.832217315861252
254,-8.655111835115356,2.1362166420303907
255,-6.662193423025787,2.7484036053950742
256,-6.633343690193193,3.697174940774873
257,-8.866794437033281,2.842715161682055
258,-6.423372327746402,2.8254952606401726
259,-8.248521061297897,1.4654634508657403
260,-6.749976835207059,2.5318902602938285
261,-6.59775629697303,2.8859704210743566
262,-6.511705282865456,2.498687970802387
263,-6.376088876684094,4.581072567486887
264,-7.7962492270371815,4.632019078304304
265,-6.19305229652891,1.2007433544331234
266,-6.269582268923191,3.298331873000219
267,-7.427504629388288,3.2082668869029383
268,-7.066853170545899,3.597479980795399
269,-7.1046785865295625,2.6195680326886834
270,-8.923578029607219,4.343851763354548
271,-7.228325186035263,5.109142962453786
272,-4.79795956694594,3.9567716693414505
273,-5.940723036630645,4.448650465505272
274,-6.342678430324868,2.7498271081709866
275,-8.779130317418694,2.089467377396832
276,-5.418085846654279,4.505443484693777
277,-8.169612013760386,1.6861446025540117
278,-5.142944317572248,3.971554930027537
279,-5.16621391002721,1.9621048024262067
280,-6.691965514033598,3.3574207306959294
281,-7.354540934074795,3.1461159223273136
282,-5.995175896225332,4.863612821504567
283,-7.31554409967482,3.1940745509892667
284,-7.363791965661829,3.685791780779578
285,-6.846269750794749,3.435230942582242
286,-7.33527065246892,3.486344343621504
287,-6.659317274235494,3.152979714216497
288,-7.811238226732759,3.116842407401636
289,-8.582151067153177,4.317342794145199
290,-6.802624231951634,3.852474657295147
291,-5.652403748892778,1.964924230171329
292,-7.1896787943712175,2.9924429214298383
293,-7.657595678730178,3.0481837948199066
294,-9.064682174262165,3.3411890217652194
295,-7.154849590253201,3.697436019125404
296,-5.17673599841278,4.576424911041083
297,-7.1065355921942714,4.998216380904183
298,-7.556069079278008,0.7865895557069362
299,-7.110850928686321,3.795432371997074
300,-6.512891812511619,3.779085771575609
301,-5.158643265336273,3.2799873347491264
302,-6.375140924631483,3.440184091886933
303,-6.586820622347418,2.9268403506983884
304,-5.710489701898599,1.083177121288134
305,-6.585934461698455,2.6748399791265207
306,-5.700151537967686,4.338950726367734
307,-7.3771297347388884,3.5589115137390954
308,-7.0630150783287755,1.0665982155505696
309,-7.628377071984493,2.8133792500328405
310,-6.762546492024746,3.149964968387104
311,-5.1061987928545856,2.46227546058628
312,-8.891499502102203,3.599732302729512
