,x [nm],y [nm]
0,-7.665213516936476,0.5121370687395772
1,-8.582020006045305,2.971589547187222
2,-7.485015124104216,3.1801561983954354
3,-6.525303587269636,4.208908194369851
4,-8.28133073391715,3.00990865486093
5,-6.174184007726831,3.0490539351711656
6,-8.877843294455065,1.7840974033927495
7,-8.788958007484693,4.6089804935530125
8,-6.024578439782083,2.5571540080746367
9,-6.501241870136136,5.1842135066094075
10,-7.345129322771797,2.478999802392715
11,-9.880756709577495,3.7388246049042086
12,-7.458090433772052,2.2543973417706984
13,-8.692693928511607,5.168770189454404
14,-5.763740247459133,3.272813220044085
15,-8.269011900262448,4.6612476168441
16,-7.57278752571549,2.8016485508459685
17,-9.448416540284292,2.583178314254841
18,-7.062569491221414,5.2862784151759366
19,-6.4481908061945905,1.5422616790347874
20,-7.434821304225063,1.4686658025240553
21,-5.516178271006741,1.8733881424360659
22,-7.452903216098885,2.906462085244255
23,-6.567320639091428,1.9540199482272937
24,-6.53051464930691,3.9846458604982944
25,-7.541934180311517,1.618043363378964
26,-4.940286723245903,3.5003714427830057
27,-4.7409527469117325,4.080747672619995
28,-8.090433671354702,5.017875951181894
29,-7.12000872587223,1.5004387921650957
30,-8.264736932306405,2.1399282550527645
31,-6.80390436482202,1.223224991121571
32,-8.588414609023111,4.021713998891666
33,-7.846268368782856,0.8364547487268417
34,-5.553459344591833,1.8936902831265217
35,-5.3966412843688225,2.149521235330847
36,-5.605072674305193,2.757802180347923
37,-7.438019072144282,2.0013702457611675
38,-6.158916699169259,1.8876842181135527
39,-5.530671824610467,1.6787288883290779
40,-6.816384431291334,3.192108299129501
41,-9.178506711581303,3.9128092953928926
42,-7.211753511678578,2.424748691335966
43,-5.06622942491565,4.329439207672584
44,-6.829025854923809,2.833478921284097
45,-6.101900143042754,2.2220531014764
46,-7.013107778157482,2.901182193243445
47,-5.236285511941921,3.0798572614950355
48,-7.043355317768201,4.1131645526481435
49,-5.612627983013461,1.843828916527162
50,-7.189963442902395,1.2775836625357488
51,-7.396075641946203,4.763984200384401
52,-6.030029727025611,3.5848994841489534
53,-7.3806820510242845,0.9462683297219239
54,-6.57079823079973,2.5881585800503304
55,-6.9460285669511395,3.659923490045487
56,-7.040101415184446,3.6444160878838074
57,-5.140885872827268,2.27185503552849
58,-6.426530513689774,2.2470281058996897
59,-7.943055255828025,4.433916426994347
60,-5.768303918285582,3.354085466511921
61,-7.376309120110809,1.301973239595851
62,-8.492914547706246,2.6375633877189104
63,-5.955996037617187,1.6241700761285403
64,-6.8559230623620016,2.7450688433675143
65,-6.844539556317967,1.1236239329393776
66,-4.93945375373339,2.9043855032148884
67,-7.049871830419417,3.914289595304722
68,-7.622421846813149,3.284035894846955
69,-6.567723209170499,4.240278647177446
70,-6.864628976742669,3.0675287577228127
71,-7.193305520217082,2.811129363857248
